product.name,product.temperature,affiliation.commission.price.value,product.blueprint,product.price.value,product.totalAnswers,product.category,affiliation.commission.price.currency,affiliation.commission.percentage,producer.name,producer.ucode
Cuidando de Cães,14.55,8.05,39.0,89.9,3,category.animals_and_plants.name,BRL,10.0,Andressa Gontijo,da5d189f-ccf2-4769-9ddd-908fd704390b
O Código da Influência,7.56,134.19,94.0,497.0,16,category.business_and_careers.name,BRL,30.0,Fashion Launch,23f35785-943e-4ce1-8155-078864310544
Automassagem Modeladora & Emagrecedora,14.55,17.97,47.0,200.0,0,category.fashion_and_beauty.name,BRL,10.0,Movs Cursos Palestras Treinamentos Ltda,3f87a95d-d53c-4942-a768-ebb2574aa22b
DETOX MENTAL ,12.7,80.13,39.0,297.0,3,category.spirituality.name,BRL,30.0,Academia Mind ,114ea4e9-2b9a-45df-abc1-fced5f253b01
Coaching e Relações Interpessoais,6.61,34.28,53.0,150.0,0,category.business_and_careers.name,BRL,25.46,Pense Gestão,85b30b71-5544-4366-9b96-150cdc74d67b
5 passos da jornada do empreendedorismo,6.61,0.6,39.0,19.99,0,category.business_and_careers.name,EUR,3.4,Idea Machine Cursos,b5789fe7-721a-4292-be73-a184e8882cdb
Box de Estampas Florais - Edição 1,13.22,134.9,45.0,300.0,0,category.fashion_and_beauty.name,BRL,50.0,João Homor,4b72472e-d31d-4d8b-8fe0-c3cf0f9b02ac
MASTER YOUR SPEAKING 1.0 - TEACHER MIKE IELTS MASTER PROGRAM,11.02,44.12,39.0,327.0,0,category.education.name,BRL,15.0,ACCELERATE IDIOMAS,30f22b48-792a-4c36-9c7f-46eb633d8b29
"E-Book ""Domando a minha onça"" Volume 1",13.22,2.6,47.0,15.0,0,category.personal_development.name,BRL,20.0,Leonette Smith,04360b50-27a3-4383-8584-6a0784f7cd35
Os SEGREDOS de um trader PROFISSIONAL,11.02,15.99,39.0,59.7,0,category.education.name,BRL,30.0,Maryah Marinho,d2d4b382-097e-11e4-be45-22000b409f8a
Transformação Digital: os primeiros passos para começar o seu projeto. Minicurso (4 aulas),6.61,17.92,39.0,100.0,0,category.business_and_careers.name,BRL,20.0,Nepô,f8fed0bd-fd36-4f3e-9231-6acebddedff9
CURSO BOMBONS E TRUFAS SUCESSO ABSOLUTO.,14.55,53.5,53.0,149.0,0,category.gastronomy.name,BRL,40.0,DEBORA,d95d3648-097e-11e4-be45-22000b409f8a
"PLANOS SECRETOS Lucros Infinitos de R$ 10,00!",21.0,11.92,77.0,27.0,0,category.digital_entrepreneurship.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
Prevenção de Infecção Por Fungos,21.0,6.46,77.0,14.9,0,category.health_and_sports.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
A Teoria da Pílula Gates: Ganhar Dinheiro Vendendo Produtos de Saúde Online,21.0,7.41,77.0,17.0,0,category.digital_entrepreneurship.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
7 Passos Para Ter o Seu Próprio Produto Digital ,21.0,6.46,77.0,14.9,0,category.digital_entrepreneurship.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
12 Segredos Sobre Seo Para Ter Um Site de Sucesso!,21.0,8.76,75.0,20.0,0,category.digital_entrepreneurship.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
12 Passos Concretos Para Divulgar Seu Site.,21.0,7.41,67.0,17.0,0,category.digital_entrepreneurship.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
21 Dicas Para Recrutar Afiliados,21.0,3.96,77.0,9.9,0,category.digital_entrepreneurship.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
Medicina Holística e Alternativa,21.0,7.41,67.0,17.0,0,category.health_and_sports.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
Melhore a Sua  Aparência Física,21.0,7.41,67.0,17.0,0,category.health_and_sports.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
Um guia para gestão da reputação online.,21.0,7.41,67.0,17.0,0,category.digital_entrepreneurship.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
COMO CRIAR CURSOS NA UDEMY E GANHAR DINHEIRO ONLINE!,21.0,11.92,77.0,27.0,0,category.digital_entrepreneurship.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
Um Guia Para Entender a Dor nas Costas e Como Obter Alívio,21.0,11.92,77.0,27.0,0,category.health_and_sports.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
O Poder da Auto HIPNOTERAPIA Através de Áudios,21.0,11.92,77.0,27.0,0,category.spirituality.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
COMO RECONQUISTAR UM AMOR PERDIDO,21.0,16.42,67.0,37.0,0,category.relationships.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
"Yoga a Chave Para Uma Vida Mais Saudável , Feliz e Realizada",21.0,16.42,77.0,37.0,0,category.health_and_sports.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
Guia de Fortunas Forex ,21.0,8.72,77.0,19.9,0,category.finance.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
Planejando um Chá de Bebê do Zero,21.0,3.96,77.0,9.9,0,category.relationships.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
Tudo o que você precisa saber sobre o sono do bebê.,21.0,3.96,67.0,9.9,0,category.relationships.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
O Poder do Pensamento Positivo,21.0,3.96,77.0,9.9,0,category.spirituality.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
Mentalidade Para o Crescimento,21.0,3.96,77.0,9.9,0,category.relationships.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
CURSO COMPLETO DE CRIAÇÃO DE LANDING PAGE PARA PLANOS DE SAÚDE!,21.0,8.31,77.0,19.0,0,category.digital_entrepreneurship.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
CURSO COMPLETO DE ELETRÔNICA BASICA AO AVANÇADO.,8.5,7.41,77.0,17.0,1,category.business_and_careers.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
"CURSO OVOS DE PÁSCOA GOURMET  EM VÍDEO AULAS , FATURE ALTO!",18.89,16.42,87.0,37.0,0,category.gastronomy.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
Curso método para virar mestre em motores 2 tempos .,6.8,11.92,77.0,27.0,0,category.business_and_careers.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
"VIVENDO DE PLR , CURSO COMPLETO EM VÍDEO AULAS.",9.35,133.56,77.0,297.01,0,category.digital_entrepreneurship.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
FACEBOOK ADS O MELHOR CURSO DE TODOS-CURSO EM VÍDEO AULAS.,21.0,20.93,67.0,47.01,0,category.digital_entrepreneurship.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
CURSO COMPLETO DE DROPSHIPPING EM VÍDEO AULAS.,21.0,11.92,67.0,27.0,0,category.digital_entrepreneurship.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
APRENDA TUDO SOBRE ENERGIA SOLAR - CURSO EM VÍDEO AULAS.,9.35,43.46,77.0,97.02,0,category.business_and_careers.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
Copy de Sucesso!,21.0,43.46,67.0,97.02,0,category.digital_entrepreneurship.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
RENDA EXTRA - CURSO EM VÍDEO AULAS !,7.56,133.56,67.0,297.01,0,category.digital_entrepreneurship.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
Curso Landing Page no Canva em Vídeo Aulas,21.0,88.52,77.0,197.04,0,category.digital_entrepreneurship.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
Lucrando com Bitcoins Curso Completo,14.17,88.52,77.0,197.04,0,category.finance.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
MILIONÁRIO COM BITCOIN CURSO COMPLETO,21.0,223.67,67.0,497.04,0,category.finance.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
STORIES EXPLOSIVOS CURSO COMPLETO ,21.0,88.52,67.0,197.04,0,category.digital_entrepreneurship.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
Curso de Marketing Digital de Alta Performance,8.5,88.52,75.0,197.04,0,category.digital_entrepreneurship.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
Aprenda Como Trabalhar com Anúncio no Taboola,21.0,88.52,67.0,197.04,0,category.digital_entrepreneurship.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
Curso Infoprodutos do Milhão ,21.0,88.52,67.0,197.04,0,category.digital_entrepreneurship.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
Curso Marketing Digital Nicho Black,21.0,88.52,67.0,197.04,0,category.digital_entrepreneurship.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
Os Segredos dos Especialistas em Viagem!,17.0,3.16,77.0,7.9,0,category.entertainment.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
Pacote Guia do Vencedor,9.35,7.41,77.0,17.0,0,category.business_and_careers.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
Empreendedor digital,8.31,248.22,71.0,1378.0,0,category.digital_entrepreneurship.name,BRL,20.0,Mario Campello,faf2a1f3-f794-4afc-b84d-d53e43c048aa
Ebook Contabilidade na Escola,11.02,9.14,59.0,25.9,0,category.education.name,BRL,40.0,Top Apostilas,e981a759-eb45-4a40-93eb-74b9fe0f2874
Combo Flashcards SUS,10.58,4.65,28.0,35.0,0,category.health_and_sports.name,BRL,15.0,Saúde Resumida,68083083-4bbc-47e5-8083-ead0ab60ee03
Manual 100 Receitas Para Diabéticos,20.78,21.33,87.0,47.9,0,category.gastronomy.name,BRL,50.0,Genilson,1769a2a9-77be-4df7-84fe-87f509d03ebe
Hyaluron Pen 2.0,18.22,96.43,73.0,357.3,0,category.fashion_and_beauty.name,BRL,30.0,May Stival Academy,76658797-5fb2-4ab8-a21f-481b6a23053b
Templates dia dos namorados,18.7,1.96,77.0,4.9,0,category.design.name,BRL,50.0,thalyafs_adm,30adc70e-f273-41d7-bb45-81b6ebd765d7
TDAH um olhar Analítico Comportamental - Turma 1,12.12,13.47,37.0,150.0,1,category.general.name,BRL,10.0,Gabriel Augusto Alex,8e8962b6-c512-4a8c-a035-82d144353e04
Curso Dança do Ventre - Nível Intermediário,18.7,39.51,83.0,98.0,1,category.music_and_arts.name,BRL,45.0,Instituto Guerreiros da Luz & Instituto Terapias de Luz,c02a38a5-b601-4315-a357-08763148d12a
Pacote de Vídeos e GIFs de Exercícios Terapêuticos,14.22,0.0,62.0,97.0,1,category.health_and_sports.name,BRL,0.0,Metodologia Fisiotrainer,1b0527c2-49a4-4a4c-87cc-ce37c8803988
apostila designer de sobrancelhas,13.22,4.45,22.0,49.9,0,category.fashion_and_beauty.name,BRL,10.0,Carine,5eb18c1f-b705-4e86-9aa2-961ae3eceb89
A Arte do Cultivo de Cactos e Suculentas,14.22,80.61,55.0,597.0,27,category.animals_and_plants.name,BRL,15.0,Terral,7f8d4651-c07f-40c2-92ef-7df01143f7b5
Barbeiro Profissional,20.78,70.8,81.0,197.0,2,category.fashion_and_beauty.name,BRL,40.0,Silas Silva,386d268a-beef-4859-8313-594bf228f472
MÉTODO POWERCAP COM JENNIFER ECOLOGICA,21.0,44.7,46.0,199.0,1,category.business_and_careers.name,BRL,25.0,Jennifer Ecologica,c7b110b1-02fe-4249-b6ff-f6c4a5490eb3
Confeitando com Kelly,14.55,0.0,59.0,149.9,0,category.gastronomy.name,BRL,0.0,Kelly,c9a12d04-097e-11e4-be45-22000b409f8a
Como Reconquistar um Amor ❤,13.22,41.38,41.0,77.1,0,category.relationships.name,BRL,60.0,Jonathan Ferreira da Silva,146332d4-4069-4992-85b2-44ed11bcf474
Modelo de Peça Prática para Delegado de Polícia - Inserção em Programa de Proteção à Testemunha,18.7,1.56,75.0,3.9,0,category.law.name,BRL,50.0,Mapeando Concursos,f6c013aa-2cea-48eb-b39d-fa5afdd0f1d4
Como Conversar com Mulheres Interessantes,14.55,6.37,35.0,35.9,4,category.relationships.name,BRL,20.0,Maria,8a65185c-aa6a-4fb8-98da-e1b053cb77e9
COMO TURBINAR SUAS VENDAS,6.61,8.89,37.0,49.9,0,category.digital_entrepreneurship.name,BRL,20.0,RENATO,f7f51f56-a6b9-4edb-8986-2f023779795f
O que preciso saber antes de ter filhos?,12.12,10.25,55.0,29.0,0,category.education.name,BRL,40.0,JOTA MÍDIAS,3fc5f8c1-09b3-4fb9-ada2-50f4ebbc9a35
CURSO DE INSTRUÇÃO DE PROGRAMAÇÃO - Logix5000,11.02,2.15,19.0,159.99,0,category.general.name,BRL,1.5,Rafael,f766b457-8a77-491c-b143-4f2534607e09
"""Desafie-se a perder peso e transforme sua saúde seguindo o desafio da dieta paleo""",21.0,7.41,77.0,17.0,0,category.health_and_sports.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
Especialista Perda de Peso!,21.0,3.16,77.0,7.9,0,category.health_and_sports.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
Herói da Saúde! ,21.0,3.96,77.0,9.9,0,category.health_and_sports.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
LEVATAMENDO DE PESO!,21.0,3.96,77.0,9.9,0,category.health_and_sports.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
MANEIRAS DE ELIMINAR O CIGARRO!,21.0,3.96,77.0,9.9,1,category.health_and_sports.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
1 Fato revolucionário que pode mudar sua vida hoje!,21.0,7.41,77.0,17.0,0,category.digital_entrepreneurship.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
AÇÚCAR - É o novo inimigo!,21.0,3.96,67.0,9.9,0,category.health_and_sports.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
Auto-aperfeiçoamento e motivação para o sucesso.,17.0,3.96,77.0,9.9,0,category.relationships.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
Segredos para reduzir efetivamente o colesterol.,21.0,7.41,77.0,17.0,0,category.health_and_sports.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
Como construir sua marca com imagens do Instagram.,21.0,3.96,67.0,9.9,0,category.digital_entrepreneurship.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
Como trabalhar bem com os outros.,21.0,3.96,77.0,9.9,0,category.relationships.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
Explosão de conversão.,21.0,3.96,77.0,9.9,0,category.digital_entrepreneurship.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
Dilema da dieta infantil as melhores maneiras de alimentação saudável para crianças.,21.0,3.96,77.0,9.9,0,category.health_and_sports.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
Dieta Paleo.,21.0,7.41,77.0,17.0,0,category.health_and_sports.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
CURSO ALONGAMENTO DE UNHAS COM MAIS DE 50 VÍDEO AULAS ,9.45,88.52,100.0,197.04,0,category.business_and_careers.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
A Internet - Sua Biblioteca de Pesquisa,21.0,3.96,77.0,9.9,0,category.digital_entrepreneurship.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
Guia Eliminando a Celulite + BÔNUS - Método Bumbum Dos Sonhos,21.0,20.93,67.0,47.01,0,category.health_and_sports.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
Protocolo Cabelo Rapunzel + 2 BÔNUS Cabelo Sem Queda e Crescimento dos Sonhos.,21.0,43.46,67.0,97.02,0,category.fashion_and_beauty.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
Programa Zero Prisão de Ventre + BÔNUS - Manual de Receitas Evacuação Perfeita,21.0,29.95,77.0,67.04,0,category.health_and_sports.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
MÉTODO DIMINUINDO O COLESTEROL,21.0,43.46,77.0,97.02,0,category.health_and_sports.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
E-Book: Como alcançar Primeira página do Google Grátis,6.61,10.61,55.0,30.0,0,category.internet.name,BRL,40.0,Gineton,c32c512b-49a9-4346-88f2-7c02848d5594
Receitas de Bolos Deliciosos e Fáceis de Fazer,20.78,33.48,93.0,47.0,0,category.gastronomy.name,BRL,80.0,Libro Uno,397ba03f-ebcc-4a8d-b2a7-110f55a49516
Alguns passos para melhorar o som do seu violão nos vídeos ,14.55,5.25,45.0,19.99,1,category.music_and_arts.name,BRL,30.0,Douglas,7fa34cab-e713-4766-808f-61a385114550
ELIMINE SUA BARRIGA,17.0,43.86,73.0,97.9,0,category.health_and_sports.name,BRL,50.0,Rafael ,e541c81d-1f68-47ce-b03e-b6ca71c9dc4f
Monte Seu OTServ,21.0,56.97,89.0,127.0,2,category.software.name,BRL,50.0,Burnout Entertainment,db02377c-c508-4b97-96a0-7b43e2b94224
Baralho Terapêutico,14.55,5.31,45.0,30.0,0,category.personal_development.name,BRL,20.0,LUCIANA B P Barbosa,55f3986a-8fcc-44b3-8614-62e8fd9f8fb4
Edição Facilitada,16.62,125.5,62.0,697.0,10,category.design.name,BRL,20.0,CARLA TOSCANO POS PRODUCAO FOTOGRAFICA E TREINAMENTOS LTDA,8b0fbc97-543c-4833-b34f-413e02956458
Curso de Inglês Englishare - Zero To Hero,13.6,243.17,75.0,1350.0,0,category.idioms.name,BRL,20.0,Englishare,f0685c4f-bd78-45ee-a35c-296033ac3a49
INGLÊS BÁSICO PARA CRIANÇAS - AULA VIAJANDO PELO SISTEMA SOLAR!,11.33,3.96,72.0,9.9,0,category.education.name,BRL,50.0,Lavínia Costa ,eb0b4a54-73ba-49cb-8443-037166622580
Ebook Fundamentos de Marketing,11.02,12.38,59.0,34.9,0,category.education.name,BRL,40.0,Top Apostilas,e981a759-eb45-4a40-93eb-74b9fe0f2874
"Auxiliar de Almoxarifado, Auxiliar de Logística e Estoquista",6.8,43.86,73.0,96.0,0,category.business_and_careers.name,BRL,51.0,Portal Invencível Cursos,cc8707b0-b721-4e10-be51-db1a26cf53c9
30 Receitas De Caseirinhos Gourmet,20.78,16.42,82.0,37.0,0,category.gastronomy.name,BRL,50.0,Atelier Fabiana Melo,4f429b86-05d4-40bc-a9f7-ed24aaa857ce
"Nunca caia nessa armadilha, se você sempre SERÁ pobre",18.7,1.56,73.0,3.99,0,category.personal_development.name,BRL,48.75,Raffystore,2462d7a1-f362-42f3-87f9-98f71f340283
ISO 14001:2015 Sistema de Gestão Ambiental,13.22,53.34,54.0,197.9,0,category.personal_development.name,BRL,30.0,WGB Soluções Eireli,0a1400e7-6259-4317-842f-bfddbed76f29
MEMORIZAÇÃO CONCURSOS - CARREIRAS POLICIAIS,14.47,45.57,63.0,127.0,6,category.education.name,BRL,40.0,Memorização Concursos,40da4155-2ea1-43a1-baec-4da6f435e5cb
Vídeos e Fotos - Pack 3.0 - Ramo de Higienização e Impermeabilização de Estofados,21.0,65.65,54.0,292.0,0,category.design.name,BRL,25.0,Chrystian Barros da Silva,1dcfb2e3-2f05-4408-bc55-f89ca829c15b
"Método GPS Financeiro : Precificação, Gestão Financeira e Gestão de Lucro e Prejuízo",15.59,43.45,71.0,97.0,0,category.finance.name,BRL,50.0,Rodrigo Ramis,f2b539e9-170a-40a0-80b8-02c1d203fb7b
FASTMAIL,13.22,2.15,60.0,5.98,0,category.software.name,BRL,45.0,WCTecnologia,68b043b3-6c21-4893-9fb0-90b2daef54fb
Sons de Animais para Crianças,16.62,1.8,67.0,4.99,0,category.software.name,BRL,45.0,WCTecnologia,68b043b3-6c21-4893-9fb0-90b2daef54fb
Lubrificação Industrial,17.32,43.87,93.0,97.92,0,category.education.name,BRL,50.0,Instituto 6 Sigma,648233c4-cffa-4f50-9362-daea76c93766
O HOMEM QUE ELAS QUEREM NA CAMA + 2 SUPER BÔNUS,12.59,52.48,67.0,117.04,0,category.sexuality.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
O PERIGO DAS DIETAS DA MODA,21.0,7.41,77.0,17.0,0,category.health_and_sports.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
PROJETO SECA BARRIGA,21.0,3.96,77.0,9.9,0,category.health_and_sports.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
VENCENDO O REFLUXO,21.0,20.93,77.0,47.0,0,category.health_and_sports.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
OS SEGREDOS DA DIETA LOW CARB,21.0,20.93,77.0,47.0,0,category.health_and_sports.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
PODEROSOS SUCOS DETOX,21.0,1.19,32.0,27.0,0,category.health_and_sports.name,BRL,5.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
OPERAÇÃO DIETA EXPRESSA,21.0,11.92,77.0,27.0,0,category.health_and_sports.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
Robô Vendas Automatizadas,21.0,88.52,77.0,197.04,0,category.digital_entrepreneurship.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
Projeto Seca Barriga Extermine Os Pneuzinhos de Forma Definitiva,21.0,20.93,77.0,47.0,0,category.health_and_sports.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
APRENDA VÁRIAS MANEIRAS DE FAZER RENDA EXTRA NA INTERNET,21.0,43.45,77.0,97.0,0,category.digital_entrepreneurship.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
FOCO NA DIETA E NO TREINO (CURSO EM VÍDEO AULAS) PLR DIREITO DE REVENDA,21.0,43.45,77.0,97.0,0,category.health_and_sports.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
SUPER PACOTE PLR PREMIUM 15 MIL EBOOKS TRADUZIDOS (DIREITO DE REVENDA),21.0,7.41,77.0,17.0,0,category.digital_entrepreneurship.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
Curso de Social Media - Produção de conteúdo PLR (Direito de Revenda),21.0,21.33,75.0,47.9,0,category.digital_entrepreneurship.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
Curso PLR DropShipping Direito de Revenda,21.0,21.33,67.0,47.9,0,category.digital_entrepreneurship.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
Curso de WhatsApp Business PLR com Direito de Revenda,21.0,30.34,77.0,67.9,0,category.digital_entrepreneurship.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
Curso de Inbound Marketing com Direito de Revenda PLR,21.0,21.33,77.0,47.9,0,category.digital_entrepreneurship.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
CHATGPT DO BÁSICO AO AVANÇADO,21.0,43.45,77.0,97.0,0,category.digital_entrepreneurship.name,BRL,50.0,Marketing de Conteúdo Oficial,c6a4bba1-34b6-416c-beb6-8914eecabf3e
IDASOLAMENTE ,0.0,2.96,31.0,17.0,0,category.literature.name,BRL,20.0,Julio,ead98468-fb9f-4b09-9846-1dd1e6e186ad
Jornada da Maternidade: Guiando e Celebrando a Experiência de Ser Mãe,0.0,1.39,35.0,15.99,0,category.hobbies.name,BRL,10.0,EnriqueCarvalho,6ef51b41-c245-4c19-bd07-cea47747558b
O segredo das Nail Designer,0.0,32.2,66.0,89.9,0,category.business_and_careers.name,BRL,40.0,Ana Claudia Biazin ,d7d2fc26-e65f-4f39-8dd4-399039644c83
COMO PERDER PESO COMENDO,14.55,7.93,50.0,29.9,1,category.health_and_sports.name,BRL,30.0,Suellen Oliveira,9309ebb4-67e9-4496-a375-45751a0f5843
Trate seu intestino e emagreça com saúde!,18.7,26.74,77.0,59.9,0,category.health_and_sports.name,BRL,50.0,Sonia Lourenço Naves,11ce9f6d-1e98-4892-ba01-e02aab116a3a
Como se posicionar na internet mesmo sendo iniciante,8.5,18.51,75.0,29.9,0,category.digital_entrepreneurship.name,BRL,70.0,Iago,3fe466d7-0e52-4499-b71f-bc3b9a7a01dd
Pacto com Satan ,17.0,315.23,67.0,2333.0,0,category.spirituality.name,BRL,15.0,The World of Magic,418839d0-9d35-488a-8f04-fc7665145d13
40 Sites para ganhar dinheiro na internet:,15.59,35.79,75.0,80.0,0,category.general.name,BRL,50.0,Jaqueline,46086697-0fb1-411d-a6ba-14dc1fe85508
